project_id,path,path_with_namespace,web_url,last_activity_at,namespace_kind,namespace_full_path,archived,visibility,slack_id,title,slug,created_at,updated_at,active,commit_events,push_events,issues_events,alert_events,confidential_issues_events,merge_requests_events,tag_push_events,deployment_events,note_events,confidential_note_events,pipeline_events,wiki_page_events,job_events,comment_on_event_enabled,vulnerability_events
424,sidechannelapiimportscript,pfischbacher/sidechannelapiimportscript,https://gitlab.intern.has-to-be.com/pfischbacher/sidechannelapiimportscript,2023-07-03T11:25:18.688+02:00,user,pfischbacher,FALSE,private,997,Slack notifications,slack,2023-07-03T11:25:18.782+02:00,2023-07-03T11:25:18.782+02:00,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
422,stationeer-deploy-mirror,chargepoint/charon/stationeer-deploy-mirror,https://gitlab.intern.has-to-be.com/chargepoint/charon/stationeer-deploy-mirror,2024-02-21T13:32:17.460+01:00,group,chargepoint/charon,FALSE,internal,994,Jira,jira,2023-05-15T16:27:18.288+02:00,2023-05-15T16:27:18.288+02:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
422,stationeer-deploy-mirror,chargepoint/charon/stationeer-deploy-mirror,https://gitlab.intern.has-to-be.com/chargepoint/charon/stationeer-deploy-mirror,2024-02-21T13:32:17.460+01:00,group,chargepoint/charon,FALSE,internal,995,Slack notifications,slack,2023-05-15T16:27:18.328+02:00,2023-05-15T16:27:18.328+02:00,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
421,terraform-micro-frontend-module,hastobe/wizards/terraform/terraform-micro-frontend-module,https://gitlab.intern.has-to-be.com/hastobe/wizards/terraform/terraform-micro-frontend-module,2023-04-24T18:44:13.508+02:00,group,hastobe/wizards/terraform,FALSE,private,992,Jira,jira,2023-04-24T18:44:13.602+02:00,2023-04-24T18:44:13.602+02:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
421,terraform-micro-frontend-module,hastobe/wizards/terraform/terraform-micro-frontend-module,https://gitlab.intern.has-to-be.com/hastobe/wizards/terraform/terraform-micro-frontend-module,2023-04-24T18:44:13.508+02:00,group,hastobe/wizards/terraform,FALSE,private,993,Slack notifications,slack,2023-04-24T18:44:13.615+02:00,2023-04-24T18:44:13.615+02:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
414,rancher-ds-eks,hastobe/wizards/terraform/rancher-ds-eks,https://gitlab.intern.has-to-be.com/hastobe/wizards/terraform/rancher-ds-eks,2023-03-27T16:11:19.193+02:00,group,hastobe/wizards/terraform,FALSE,private,978,Jira,jira,2023-03-27T16:11:19.374+02:00,2023-03-27T16:11:19.374+02:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
414,rancher-ds-eks,hastobe/wizards/terraform/rancher-ds-eks,https://gitlab.intern.has-to-be.com/hastobe/wizards/terraform/rancher-ds-eks,2023-03-27T16:11:19.193+02:00,group,hastobe/wizards/terraform,FALSE,private,979,Slack notifications,slack,2023-03-27T16:11:19.395+02:00,2023-03-27T16:11:19.395+02:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
413,midgard-kotlin,chargepoint/asgardians/midgard-kotlin,https://gitlab.intern.has-to-be.com/chargepoint/asgardians/midgard-kotlin,2023-03-28T18:15:55.901+02:00,group,chargepoint/asgardians,FALSE,internal,972,Jira,jira,2023-03-06T15:41:37.110+01:00,2023-03-06T15:41:37.110+01:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
413,midgard-kotlin,chargepoint/asgardians/midgard-kotlin,https://gitlab.intern.has-to-be.com/chargepoint/asgardians/midgard-kotlin,2023-03-28T18:15:55.901+02:00,group,chargepoint/asgardians,FALSE,internal,973,Slack notifications,slack,2023-03-06T15:41:37.122+01:00,2023-03-06T15:41:37.122+01:00,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
411,micro-frontend,hastobe/wizards/demos/micro-frontend,https://gitlab.intern.has-to-be.com/hastobe/wizards/demos/micro-frontend,2023-05-12T00:10:05.080+02:00,group,hastobe/wizards/demos,TRUE,private,968,Jira,jira,2023-03-03T15:49:23.042+01:00,2023-03-03T15:49:23.042+01:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
409,charging-station-list,chargepoint/pegasus/charging-station-list,https://gitlab.intern.has-to-be.com/chargepoint/pegasus/charging-station-list,2024-02-23T02:51:41.780+01:00,group,chargepoint/pegasus,FALSE,internal,962,Jira,jira,2023-02-28T08:30:11.319+01:00,2023-02-28T08:30:11.319+01:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
409,charging-station-list,chargepoint/pegasus/charging-station-list,https://gitlab.intern.has-to-be.com/chargepoint/pegasus/charging-station-list,2024-02-23T02:51:41.780+01:00,group,chargepoint/pegasus,FALSE,internal,963,Slack notifications,slack,2023-02-28T08:30:11.343+01:00,2023-02-28T08:30:11.343+01:00,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
408,renovate-config,hastobe/wolves/renovate-config,https://gitlab.intern.has-to-be.com/hastobe/wolves/renovate-config,2024-02-07T02:01:04.377+01:00,group,hastobe/wolves,FALSE,internal,960,Jira,jira,2023-02-27T08:32:08.683+01:00,2023-02-27T08:32:08.683+01:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
