project_id,path,path_with_namespace,web_url,last_activity_at,namespace_kind,namespace_full_path,archived,visibility,slack_id,title,slug,created_at,updated_at,active,commit_events,push_events,issues_events,alert_events,confidential_issues_events,merge_requests_events,tag_push_events,deployment_events,note_events,confidential_note_events,pipeline_events,wiki_page_events,job_events,comment_on_event_enabled,vulnerability_events
732,manager,viriciti/cs/manager,https://git.viriciti.com/viriciti/cs/manager,2024-02-14T12:10:52.028Z,group,viriciti/cs,FALSE,private,3771,Slack notifications,slack,2019-09-05T10:08:00.298Z,2019-09-05T10:08:00.298Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
731,power-meters,viriciti/cs/power-meters,https://git.viriciti.com/viriciti/cs/power-meters,2020-02-20T16:09:20.960Z,group,viriciti/cs,FALSE,private,3770,Slack notifications,slack,2019-09-05T09:51:55.239Z,2019-09-05T09:51:55.239Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
730,acl,viriciti/cs/acl,https://git.viriciti.com/viriciti/cs/acl,2023-05-03T13:21:06.244Z,group,viriciti/cs,FALSE,private,3769,Slack notifications,slack,2019-09-05T09:31:40.286Z,2019-09-05T09:31:40.286Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
729,firmware-manager,viriciti/cs/firmware-manager,https://git.viriciti.com/viriciti/cs/firmware-manager,2020-03-04T15:55:53.010Z,group,viriciti/cs,FALSE,private,3768,Slack notifications,slack,2019-09-04T16:51:52.627Z,2019-09-04T16:51:52.627Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
728,protocol,viriciti/cs/protocol,https://git.viriciti.com/viriciti/cs/protocol,2024-02-12T16:20:39.516Z,group,viriciti/cs,FALSE,private,3767,Slack notifications,slack,2019-09-04T16:48:02.582Z,2019-09-04T16:48:02.582Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
727,endpoint,viriciti/cs/endpoint,https://git.viriciti.com/viriciti/cs/endpoint,2024-02-12T16:01:15.940Z,group,viriciti/cs,FALSE,private,3766,Slack notifications,slack,2019-09-04T16:39:54.051Z,2019-09-04T16:39:54.051Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
726,skeleton,viriciti/cs/skeleton,https://git.viriciti.com/viriciti/cs/skeleton,2019-09-04T16:33:08.837Z,group,viriciti/cs,FALSE,private,3765,Slack notifications,slack,2019-09-04T16:33:08.974Z,2019-09-04T16:33:08.974Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
725,mock,viriciti/cs/mock,https://git.viriciti.com/viriciti/cs/mock,2023-10-27T11:10:55.283Z,group,viriciti/cs,FALSE,private,3764,Slack notifications,slack,2019-09-04T16:31:37.820Z,2019-09-04T16:31:37.820Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
724,cs-client,viriciti/cs/cs-client,https://git.viriciti.com/viriciti/cs/cs-client,2021-10-19T15:02:51.670Z,group,viriciti/cs,FALSE,private,3763,Slack notifications,slack,2019-09-04T16:28:38.456Z,2019-09-04T16:28:38.456Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
721,userlogs,viriciti/cs/userlogs,https://git.viriciti.com/viriciti/cs/userlogs,2023-05-08T10:19:45.327Z,group,viriciti/cs,FALSE,internal,3760,Slack notifications,slack,2019-09-04T14:49:09.889Z,2019-09-04T14:49:09.889Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
